"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5755","input fields","chromium","2025-12-05","passed","2025-12-05","","testMobile.spec.ts","",""
